pH,Turbidity,Chlorine,Dissolved Oxygen,Temperature,Potability
8.15,4.84,0.95,7.22,50,TRUE
7.33,2.45,0.67,7.78,0,TRUE
7.09,4.55,0.94,7.49,50,TRUE
7.92,3.89,0.7,7.69,0,TRUE
6.79,4.8,0.62,7.87,25,TRUE
12.5,1.58,0.6,7.63,25,FALSE
6.51,4.36,0.74,7.23,25,TRUE
8.31,4.24,0.8,6.84,0,TRUE
7.83,4.82,0.59,6.65,25,TRUE
8.09,3.9,0.94,7.8,0,TRUE
6.5,2.15,0.63,7.2,25,TRUE
7.48,1.23,0.78,7.46,50,TRUE
7.24,2.8,0.72,7.41,50,TRUE
7.77,2.58,0.57,7.3,25,TRUE
7.21,3.95,0.83,7.05,25,TRUE
6.69,4.37,0.85,6.96,0,TRUE
8.16,3.0,0.52,7.16,50,TRUE
8.82,1.65,0.82,6.88,50,TRUE
7.85,4.62,5.96,7.25,0,FALSE
6.38,1.66,0.65,6.51,25,TRUE
8.82,2.8,0.97,7.88,50,TRUE
7.2,1.66,0.65,7.91,0,TRUE
6.1,1.39,0.91,7.3,25,TRUE
7.58,3.78,0.87,7.71,50,TRUE
7.44,3.91,0.54,6.62,25,TRUE
7.17,1.72,0.58,7.25,0,TRUE
7.82,1.78,0.71,7.71,50,TRUE
8.96,4.87,0.54,7.99,50,TRUE
8.53,1.23,0.55,6.69,50,TRUE
7.89,3.06,0.63,7.91,0,TRUE
8.48,1.55,1.0,7.25,50,TRUE
6.97,9.5,0.93,7.97,0,FALSE
8.09,1.29,0.7,7.78,25,TRUE
7.04,1.24,0.65,7.06,0,TRUE
8.37,4.97,0.92,7.73,0,TRUE
6.7,4.64,0.83,7.95,25,TRUE
6.98,3.57,0.77,7.15,0,TRUE
8.2,2.33,1.0,6.71,0,TRUE
8.24,2.32,0.61,7.44,50,TRUE
7.85,2.73,0.79,7.16,50,TRUE
7.68,3.54,0.55,6.57,0,TRUE
6.21,1.75,0.73,7.61,25,TRUE
7.24,2.36,0.68,6.83,0,TRUE
7.87,2.3,0.87,7.16,0,TRUE
11.79,2.32,0.66,6.89,25,FALSE
7.15,2.25,0.99,6.84,0,TRUE
8.02,1.43,0.56,7.69,50,TRUE
7.52,1.97,0.55,7.68,50,TRUE
7.38,2.69,0.65,7.3,0,TRUE
7.24,1.14,0.5,6.85,0,TRUE
7.26,4.32,0.6,7.58,25,TRUE
7.51,2.75,0.82,7.7,25,TRUE
7.06,2.73,0.94,7.75,25,TRUE
7.74,4.88,0.65,6.69,0,TRUE
8.7,2.3,0.63,7.96,50,TRUE
7.1,1.26,0.88,7.14,50,TRUE
7.93,1.91,0.78,7.36,25,TRUE
7.99,2.88,6.97,7.61,25,FALSE
7.74,4.65,0.59,7.05,25,TRUE
7.45,2.3,0.79,6.54,0,TRUE
7.2,4.22,0.92,7.36,25,TRUE
6.64,2.69,0.74,7.07,25,TRUE
8.89,2.68,0.69,7.1,50,TRUE
6.67,2.94,0.78,6.59,25,TRUE
7.14,2.69,0.64,6.59,0,TRUE
7.6,4.24,0.71,6.66,50,TRUE
6.78,3.32,0.56,7.32,25,TRUE
7.47,4.31,0.74,7.95,0,TRUE
7.2,1.46,0.97,6.92,50,TRUE
6.39,3.69,0.5,7.99,25,TRUE
6.52,3.95,19.82,7.01,0,FALSE
6.84,4.87,0.79,7.18,0,TRUE
6.14,4.12,0.8,7.15,25,TRUE
7.62,2.75,0.64,6.56,0,TRUE
7.17,1.1,0.86,6.66,50,TRUE
8.42,1.68,0.69,7.25,50,TRUE
7.11,3.62,0.64,6.78,25,TRUE
7.56,2.05,0.96,7.34,25,TRUE
8.44,4.42,0.7,7.21,0,TRUE
7.61,3.99,0.76,7.54,50,TRUE
8.76,4.89,0.7,6.74,50,TRUE
8.11,3.8,0.51,7.22,50,TRUE
8.08,4.47,0.92,7.67,0,TRUE
7.52,11.06,0.96,7.25,25,FALSE
7.49,4.53,0.74,6.7,0,TRUE
8.45,3.65,0.55,7.26,50,TRUE
6.69,4.37,0.64,6.93,0,TRUE
7.51,1.65,0.82,6.98,25,TRUE
6.74,2.94,0.83,6.58,0,TRUE
7.69,2.62,0.93,7.91,0,TRUE
7.2,1.05,0.95,7.16,0,TRUE
6.5,4.0,0.54,7.97,0,TRUE
8.36,4.9,0.88,7.02,50,TRUE
8.5,4.31,0.66,6.9,50,TRUE
6.79,3.13,0.77,6.93,0,TRUE
8.19,3.69,0.7,6.61,50,TRUE
7.0,1.63,4.0,6.7,25,FALSE
7.75,1.29,0.59,7.11,0,TRUE
7.64,2.21,0.59,6.7,25,TRUE
8.08,4.86,0.64,7.78,0,TRUE
7.67,3.35,0.69,7.87,50,TRUE
7.88,1.83,0.63,7.78,50,TRUE
7.53,1.92,0.8,7.68,0,TRUE
7.3,4.58,0.65,7.8,0,TRUE
7.71,3.85,0.62,6.79,50,TRUE
6.18,3.37,0.68,6.64,25,TRUE
7.76,4.26,0.96,6.56,50,TRUE
6.99,2.48,0.6,7.88,0,TRUE
6.14,3.46,0.96,6.57,25,TRUE
6.54,1.46,0.74,7.45,25,FALSE
8.09,4.91,0.78,6.71,0,TRUE
8.36,1.37,0.87,6.69,0,TRUE
7.57,3.47,0.71,6.82,25,TRUE
6.93,4.46,0.69,7.81,25,TRUE
7.58,2.46,0.77,6.85,50,TRUE
7.93,4.4,0.65,6.83,25,TRUE
7.95,2.85,0.69,7.38,50,TRUE
8.11,3.09,0.87,7.5,0,TRUE
7.94,3.82,0.73,7.33,25,TRUE
7.99,3.62,0.73,6.67,25,TRUE
7.09,3.34,0.53,7.23,25,TRUE
7.99,4.99,0.9,7.97,50,TRUE
12.68,4.91,0.85,7.8,50,FALSE
8.77,2.84,0.97,6.51,50,TRUE
7.1,2.08,0.63,6.51,0,TRUE
7.8,2.8,0.75,6.7,50,TRUE
8.88,1.55,0.77,7.87,50,TRUE
6.13,1.55,0.58,6.78,25,TRUE
7.67,3.98,0.94,7.03,0,TRUE
8.0,3.34,0.79,7.67,25,TRUE
6.95,1.54,0.91,7.36,25,TRUE
7.25,2.41,0.82,7.51,0,TRUE
7.72,4.25,0.56,6.82,0,TRUE
6.51,2.66,0.96,7.18,0,TRUE
8.17,1.03,0.9,7.51,0,TRUE
6.74,1.38,0.5,11.87,25,FALSE
7.88,2.94,0.65,7.99,0,TRUE
6.81,1.83,0.6,7.43,0,TRUE
7.68,2.06,0.83,6.57,0,TRUE
8.51,4.34,0.98,7.33,50,TRUE
6.53,3.33,0.75,6.97,25,TRUE
7.34,1.8,0.92,7.56,0,TRUE
6.76,4.74,0.76,6.96,25,TRUE
6.63,4.25,0.84,7.08,25,TRUE
7.25,4.14,0.74,7.54,0,TRUE
6.17,1.28,0.83,7.31,25,TRUE
6.29,1.06,0.73,6.54,25,TRUE
7.24,3.53,0.84,6.9,25,TRUE
6.96,12.56,0.79,7.11,25,FALSE
7.9,1.6,0.54,7.68,25,TRUE
8.11,2.27,0.84,7.69,50,TRUE
8.24,4.41,0.68,6.91,50,TRUE
8.19,4.62,0.53,6.56,0,TRUE
8.06,3.96,0.96,7.42,25,TRUE
7.8,3.53,0.95,7.98,0,TRUE
6.9,3.2,0.78,6.86,25,TRUE
6.81,4.23,0.79,6.75,25,TRUE
8.86,4.5,0.57,7.18,50,TRUE
7.24,3.2,0.85,7.9,50,TRUE
6.43,3.3,0.86,7.16,25,TRUE
8.43,3.11,0.53,6.51,50,TRUE
7.13,17.65,0.93,6.89,0,FALSE
8.42,3.51,0.51,7.85,50,TRUE
8.64,2.51,0.61,8.0,50,TRUE
8.39,4.47,0.83,6.87,0,TRUE
6.32,1.8,0.87,6.67,25,TRUE
7.45,3.59,0.96,6.96,0,TRUE
6.85,2.69,0.71,7.78,25,TRUE
8.92,2.97,0.6,7.67,50,TRUE
7.29,2.75,0.87,7.98,0,TRUE
6.59,3.48,0.8,6.79,0,TRUE
6.24,1.61,0.79,6.7,25,TRUE
7.02,4.4,0.63,7.16,50,TRUE
7.33,4.76,0.9,7.88,25,TRUE
7.05,1.7,0.89,11.34,50,FALSE
8.03,3.86,0.86,7.42,25,TRUE
6.83,1.7,0.79,6.8,25,TRUE
8.41,3.4,0.9,8.0,50,TRUE
8.02,2.21,0.59,7.17,0,TRUE
7.81,4.76,0.8,7.14,0,TRUE
7.43,4.28,0.6,7.45,0,TRUE
8.77,3.46,0.99,6.73,50,TRUE
7.03,3.01,0.59,7.23,50,TRUE
7.17,3.86,0.66,7.19,0,TRUE
8.35,4.37,0.55,7.6,0,TRUE
6.81,2.69,0.81,7.15,0,TRUE
7.02,2.23,0.66,7.75,0,TRUE
7.13,3.11,0.83,7.33,25,FALSE
8.19,1.39,0.93,7.73,50,TRUE
7.26,1.24,0.58,6.61,25,TRUE
8.59,1.79,0.86,7.34,50,TRUE
6.11,2.44,0.97,7.4,25,TRUE
7.15,3.61,0.87,7.4,25,TRUE
6.16,1.8,0.63,7.48,25,TRUE
7.05,3.95,0.85,7.8,25,TRUE
8.0,2.79,0.58,7.85,0,TRUE
6.11,1.88,0.87,7.29,25,TRUE
6.3,1.27,0.54,7.43,25,TRUE
7.83,3.34,0.84,6.81,50,TRUE
7.47,2.65,0.56,7.15,0,TRUE
6.94,19.56,0.67,7.24,25,FALSE
6.62,1.2,0.62,7.68,0,TRUE
7.2,3.74,0.71,6.7,0,TRUE
8.7,4.48,0.62,7.22,50,TRUE
7.35,3.54,0.56,7.88,50,TRUE
8.32,2.55,0.96,6.57,0,TRUE
7.58,3.21,0.98,7.4,25,TRUE
7.89,4.62,0.85,7.92,25,TRUE
6.85,4.65,0.52,7.71,25,TRUE
6.55,3.45,0.88,6.83,25,TRUE
8.09,1.56,0.78,6.55,50,TRUE
7.94,2.42,0.86,7.5,50,TRUE
6.54,1.73,0.64,6.79,25,TRUE
7.25,8.53,0.55,7.48,50,FALSE
8.42,1.12,0.55,7.28,50,TRUE
7.35,1.05,0.53,7.89,0,TRUE
7.43,1.81,0.81,6.55,0,TRUE
8.1,2.94,0.62,6.93,0,TRUE
8.0,1.83,0.73,7.35,50,TRUE
7.44,1.72,0.65,7.97,0,TRUE
8.06,2.16,0.6,6.64,0,TRUE
8.67,3.73,0.98,7.0,50,TRUE
7.5,1.48,0.97,6.76,25,TRUE
7.38,2.33,0.82,7.74,25,TRUE
6.88,3.65,0.71,7.44,25,TRUE
8.39,1.59,0.66,7.96,50,TRUE
7.1,1.84,5.66,7.22,0,FALSE
8.9,4.75,0.8,7.29,50,TRUE
6.96,4.27,0.7,6.51,0,TRUE
7.26,4.38,0.7,7.13,0,TRUE
7.38,2.96,0.73,7.47,50,TRUE
7.05,2.19,0.66,7.61,0,TRUE
7.53,4.04,0.5,6.95,50,TRUE
7.07,3.93,0.56,7.96,25,TRUE
7.64,1.65,0.8,6.52,25,TRUE
6.68,1.47,0.54,7.51,25,TRUE
7.34,1.24,0.6,7.34,50,TRUE
7.95,2.75,0.89,6.73,0,TRUE
7.05,1.36,0.59,6.52,50,TRUE
7.52,2.96,0.63,7.39,0,FALSE
7.33,2.65,0.97,7.51,50,TRUE
6.6,4.57,0.87,7.05,25,TRUE
7.61,1.41,0.95,7.02,0,TRUE
7.73,1.03,0.51,6.77,50,TRUE
7.63,2.99,0.83,6.55,25,TRUE
7.68,3.92,0.88,7.79,50,TRUE
8.03,4.22,0.89,7.27,0,TRUE
8.36,3.51,1.0,7.09,0,TRUE
7.49,4.81,0.54,7.84,0,TRUE
7.33,2.14,0.95,7.44,0,TRUE
7.39,4.36,0.98,7.52,25,TRUE
7.04,2.23,0.96,7.6,50,TRUE
7.48,3.44,0.87,7.36,0,FALSE
7.49,3.08,0.99,7.36,25,TRUE
7.69,4.11,0.94,7.94,25,TRUE
7.56,2.52,0.5,7.72,50,TRUE
6.92,3.29,0.97,7.25,0,TRUE
6.55,4.99,0.64,6.68,0,TRUE
7.53,2.99,0.98,7.47,25,TRUE
8.43,2.93,0.62,7.13,50,TRUE
8.79,4.21,0.87,6.89,50,TRUE
8.36,1.42,0.62,7.75,0,TRUE
6.15,4.15,0.64,6.63,25,TRUE
8.06,4.79,0.53,7.92,0,TRUE
7.05,4.11,1.0,7.18,0,TRUE
7.61,4.97,13.86,7.13,25,FALSE
8.03,2.88,0.55,7.08,25,TRUE
7.4,2.51,0.63,7.2,50,TRUE
7.97,2.75,0.56,6.97,25,TRUE
6.74,2.98,0.52,6.96,25,TRUE
8.14,1.55,0.56,7.45,50,TRUE
6.67,3.49,0.68,6.62,25,TRUE
7.1,4.66,0.59,6.57,0,TRUE
7.07,2.7,0.83,7.2,50,TRUE
6.75,3.73,0.58,6.73,25,TRUE
8.44,3.05,0.74,6.96,50,TRUE
7.62,2.51,0.53,6.91,25,TRUE
7.84,3.95,0.88,7.95,25,TRUE
7.74,1.38,12.5,6.68,50,FALSE
6.86,2.56,0.9,7.36,0,TRUE
8.07,2.31,0.91,7.38,0,TRUE
6.74,3.44,0.85,6.59,0,TRUE
6.46,3.33,0.84,7.31,25,TRUE
6.83,2.33,0.83,7.26,25,TRUE
7.45,1.42,0.81,6.57,0,TRUE
7.61,3.15,0.94,7.66,25,TRUE
7.23,3.65,0.79,6.66,0,TRUE
7.05,3.52,0.93,7.16,25,TRUE
8.03,1.51,0.68,7.97,0,TRUE
7.33,3.44,0.54,7.26,25,TRUE
6.96,4.59,0.58,7.1,25,TRUE
7.95,1.23,0.62,6.87,0,FALSE
8.43,4.22,0.6,7.04,0,TRUE
7.69,1.62,0.94,6.55,0,TRUE
7.23,3.11,0.98,6.93,50,TRUE
6.97,2.25,0.51,7.27,0,TRUE
7.15,2.6,0.76,7.99,50,TRUE
6.88,3.11,0.66,7.02,25,TRUE
7.15,3.36,0.6,7.3,50,TRUE
7.24,1.22,0.61,6.94,50,TRUE
7.3,3.92,0.99,7.72,25,TRUE
7.14,4.63,0.79,6.74,25,TRUE
7.12,3.94,0.7,6.62,0,TRUE
7.94,4.18,0.86,7.1,25,TRUE
6.66,1.95,16.52,6.69,25,FALSE
7.51,2.26,0.9,6.58,50,TRUE
7.24,3.75,0.77,7.25,25,TRUE
8.11,2.64,0.65,6.89,50,TRUE
7.47,2.61,0.81,7.59,50,TRUE
8.16,3.86,0.75,7.31,50,TRUE
6.63,2.55,0.62,6.96,25,TRUE
8.67,4.96,0.98,7.67,50,TRUE
7.87,4.1,0.96,7.3,25,TRUE
8.67,4.7,0.78,7.18,50,TRUE
7.01,3.84,0.68,6.52,25,TRUE
6.64,4.34,0.58,6.55,0,TRUE
8.14,1.09,0.76,6.94,0,TRUE
7.35,7.7,0.95,6.6,50,FALSE
6.81,1.79,0.9,7.55,0,TRUE
6.66,1.51,0.99,7.0,25,TRUE
6.61,3.74,0.74,6.56,0,TRUE
8.16,4.27,0.64,6.66,50,TRUE
7.05,3.62,0.9,7.99,50,TRUE
7.07,1.9,0.64,6.81,50,TRUE
8.03,4.48,0.59,7.38,25,TRUE
7.53,2.73,0.94,7.67,0,TRUE
7.72,2.04,0.92,7.59,0,TRUE
6.23,2.7,0.62,7.7,25,TRUE
7.73,3.48,0.99,6.85,0,TRUE
7.4,3.17,0.73,6.74,50,TRUE
7.45,10.43,0.62,7.31,50,FALSE
7.39,3.59,0.87,6.54,0,TRUE
8.43,4.74,0.68,7.98,0,TRUE
6.33,4.54,0.51,6.56,25,TRUE
6.95,3.11,0.6,7.14,0,TRUE
7.11,1.79,0.81,6.72,0,TRUE
6.93,3.66,0.83,7.97,0,TRUE
6.57,1.12,0.53,6.63,25,TRUE
7.33,4.79,0.59,6.72,0,TRUE
7.83,3.04,0.76,7.95,0,TRUE
7.67,4.04,0.58,6.51,50,TRUE
7.02,4.46,0.94,7.35,25,TRUE
8.09,1.7,0.96,7.06,25,TRUE
11.78,4.07,0.51,6.95,50,FALSE
7.78,3.55,0.54,7.0,25,TRUE
8.13,4.55,0.81,7.39,50,TRUE
7.56,3.15,0.84,6.88,25,TRUE
7.44,3.07,0.53,6.98,25,TRUE
6.96,4.55,0.91,6.94,25,TRUE
8.76,3.31,0.75,6.67,50,TRUE
7.79,4.75,0.83,7.93,25,TRUE
8.27,2.9,0.63,7.35,50,TRUE
6.85,3.2,0.69,6.66,25,TRUE
7.89,3.16,0.72,7.67,25,TRUE
6.77,1.55,0.67,7.53,0,TRUE
7.11,3.14,0.69,7.29,0,TRUE
7.8,4.82,13.94,7.44,25,FALSE
7.22,1.05,0.59,7.51,50,TRUE
7.17,3.4,0.84,7.49,25,TRUE
7.9,3.38,0.83,6.65,25,TRUE
7.94,3.12,0.87,6.55,25,TRUE
7.28,4.7,0.5,7.43,50,TRUE
7.91,3.75,0.64,7.46,50,TRUE
7.37,1.61,0.7,7.25,50,TRUE
7.58,3.5,0.56,7.52,0,TRUE
7.93,2.43,0.89,6.53,25,TRUE
6.52,3.89,0.82,7.21,0,TRUE
6.48,1.47,0.77,7.69,25,TRUE
7.16,4.79,0.79,7.01,25,TRUE
7.95,4.51,0.75,9.72,50,FALSE
7.44,1.11,0.81,7.02,50,TRUE
7.15,4.78,0.66,7.78,50,TRUE
7.87,4.98,0.91,6.53,50,TRUE
8.59,4.66,0.55,7.25,50,TRUE
6.87,2.45,0.68,7.05,25,TRUE
7.45,1.08,0.95,7.34,50,TRUE
6.61,2.89,0.97,6.69,25,TRUE
6.66,3.3,0.72,7.06,25,TRUE
8.2,4.88,0.7,7.36,0,TRUE
7.92,2.65,0.81,7.94,50,TRUE
7.36,4.69,0.84,7.59,50,TRUE
6.32,2.55,0.94,6.53,25,TRUE
6.9,2.64,0.89,11.46,25,FALSE
7.49,1.4,0.57,7.81,50,TRUE
6.88,2.88,0.69,7.15,0,TRUE
7.78,1.66,0.99,6.87,25,TRUE
8.47,3.85,0.53,7.38,50,TRUE
7.89,3.8,0.87,6.94,50,TRUE
8.43,3.35,0.86,6.76,50,TRUE
7.33,4.74,0.8,7.61,25,TRUE
7.82,4.32,0.71,7.4,50,TRUE
7.69,3.15,0.78,7.47,50,TRUE
8.87,1.11,0.56,7.89,50,TRUE
7.1,2.54,0.81,6.76,0,TRUE
8.07,3.15,0.6,6.74,25,TRUE
7.47,1.89,10.75,7.69,25,FALSE
8.63,2.4,0.92,7.92,50,TRUE
8.47,2.4,0.76,7.69,50,TRUE
6.66,2.13,0.93,6.53,25,TRUE
7.64,4.39,0.96,7.49,25,TRUE
6.72,4.46,0.54,6.96,25,TRUE
6.35,2.04,0.78,7.32,25,TRUE
7.01,3.54,0.66,7.37,25,TRUE
7.6,1.63,0.64,7.38,25,TRUE
7.79,2.67,0.95,6.73,25,TRUE
8.05,3.55,0.62,6.76,25,TRUE
7.62,1.78,0.73,7.55,25,TRUE
6.57,2.77,0.52,7.66,25,TRUE
6.87,1.63,0.74,7.09,0,FALSE
6.42,2.93,0.63,7.75,25,TRUE
7.19,2.65,0.6,6.8,25,TRUE
7.23,4.77,0.55,7.23,25,TRUE
7.23,4.48,0.57,7.95,0,TRUE
7.3,1.19,0.72,7.45,0,TRUE
6.89,3.57,0.85,7.92,25,TRUE
7.31,3.72,0.91,7.07,25,TRUE
6.7,2.02,0.95,7.56,0,TRUE
7.61,4.01,0.55,7.2,50,TRUE
8.88,2.64,0.86,6.65,50,TRUE
6.37,1.38,0.73,6.86,25,TRUE
7.27,4.18,0.56,7.22,0,TRUE
7.31,11.22,0.56,7.03,0,FALSE
8.95,4.42,0.68,6.6,50,TRUE
7.53,2.21,0.98,7.52,0,TRUE
8.08,3.28,0.54,7.09,25,TRUE
8.03,3.95,0.92,7.9,25,TRUE
6.76,4.35,0.78,7.13,0,TRUE
7.76,3.77,0.52,7.72,0,TRUE
6.43,4.14,0.92,6.68,25,TRUE
6.63,4.4,0.62,7.61,0,TRUE
7.33,2.63,0.93,7.04,25,TRUE
6.49,4.61,0.66,7.98,25,TRUE
7.21,1.27,0.65,7.43,0,TRUE
8.23,3.28,0.54,7.41,0,TRUE
11.26,3.23,0.62,6.79,50,FALSE
7.16,1.92,0.65,7.2,50,TRUE
7.88,3.3,0.84,7.84,0,TRUE
7.23,2.15,0.99,7.4,0,TRUE
8.0,1.98,0.83,7.17,50,TRUE
6.92,1.76,0.76,7.19,0,TRUE
6.31,1.79,0.84,7.97,25,TRUE
7.98,4.9,0.88,7.29,25,TRUE
7.38,4.39,0.76,7.42,25,TRUE
7.7,4.3,0.51,7.14,50,TRUE
7.54,3.11,0.54,7.76,25,TRUE
8.32,3.13,0.98,6.99,0,TRUE
7.11,3.33,0.94,7.44,25,TRUE
11.02,4.34,0.62,6.63,50,FALSE
6.97,4.26,0.84,7.93,0,TRUE
8.49,2.66,0.98,6.99,50,TRUE
6.92,4.47,0.58,7.99,25,TRUE
8.25,2.56,0.55,7.3,0,TRUE
7.41,1.4,0.78,7.82,25,TRUE
7.68,4.55,0.92,7.23,0,TRUE
6.83,4.94,0.57,7.89,0,TRUE
6.99,3.12,0.84,6.78,25,TRUE
7.2,1.98,0.58,6.67,25,TRUE
8.93,2.37,0.93,7.96,50,TRUE
7.98,1.82,0.6,7.88,25,TRUE
8.4,2.16,0.8,6.98,0,TRUE
12.64,2.41,0.71,7.47,0,FALSE
7.45,4.24,0.8,6.51,25,TRUE
6.62,4.18,0.58,7.36,0,TRUE
8.03,4.76,0.53,7.38,50,TRUE
7.61,3.7,0.86,7.18,50,TRUE
7.43,2.96,0.91,6.65,50,TRUE
7.35,1.63,0.62,7.01,50,TRUE
7.24,2.34,0.87,7.54,0,TRUE
7.61,1.32,0.79,6.98,0,TRUE
7.6,3.72,0.62,6.92,0,TRUE
7.92,3.49,0.7,7.63,50,TRUE
7.82,1.7,0.54,6.68,0,TRUE
7.28,4.68,0.69,6.57,50,TRUE
7.35,1.33,0.66,10.63,0,FALSE
8.53,1.62,0.79,6.77,50,TRUE
8.08,3.63,0.5,6.73,25,TRUE
7.78,2.39,0.6,7.38,0,TRUE
7.87,1.14,0.98,7.91,0,TRUE
7.7,2.14,0.89,6.92,50,TRUE
6.12,3.76,0.62,6.9,25,TRUE
7.41,1.71,0.97,6.79,0,TRUE
7.76,3.89,0.63,6.96,0,TRUE
8.22,3.76,0.88,7.67,50,TRUE
7.24,2.81,0.76,7.43,50,TRUE
8.09,1.85,0.87,7.32,50,TRUE
7.19,3.91,0.71,7.11,0,TRUE
10.28,4.47,0.67,6.98,50,FALSE
6.24,2.59,0.56,7.62,25,TRUE
7.81,1.55,0.89,7.37,0,TRUE
7.69,2.24,0.51,6.92,0,TRUE
6.62,4.79,0.62,6.78,0,TRUE
6.77,2.99,0.57,7.13,0,TRUE
8.36,3.35,0.67,6.98,50,TRUE
8.81,4.03,0.61,7.88,50,TRUE
7.47,4.47,0.91,6.88,0,TRUE
8.91,1.32,0.91,7.23,50,TRUE
7.92,2.08,0.78,7.73,25,TRUE
8.14,1.25,0.96,7.03,0,TRUE
7.69,2.88,0.77,7.03,0,TRUE
7.8,9.04,0.55,6.71,25,FALSE
7.79,3.71,0.77,7.36,50,TRUE
8.88,1.78,0.74,6.69,50,TRUE
8.51,1.06,0.88,7.66,50,TRUE
8.05,1.38,0.95,7.32,25,TRUE
6.27,1.4,0.67,6.83,25,TRUE
7.47,2.21,0.52,7.14,0,TRUE
8.18,1.34,0.91,7.69,50,TRUE
6.63,2.23,0.94,7.63,25,TRUE
8.18,3.57,0.67,7.54,50,TRUE
7.87,4.24,0.74,6.67,0,TRUE
6.58,1.0,0.61,7.37,25,TRUE
7.02,2.45,0.59,7.67,25,TRUE
7.43,3.81,0.82,6.79,50,FALSE
8.04,3.78,0.65,6.78,50,TRUE
6.13,4.36,0.51,7.45,25,TRUE
6.63,2.48,0.76,6.92,0,TRUE
6.98,2.43,0.64,7.65,25,TRUE
6.62,1.98,0.89,7.27,0,TRUE
8.8,1.53,0.71,7.52,50,TRUE
7.43,1.15,0.71,6.81,25,TRUE
8.48,1.49,0.88,7.94,0,TRUE
7.84,2.4,0.8,6.92,50,TRUE
6.73,4.22,0.97,7.75,25,TRUE
7.21,2.05,0.66,6.7,0,TRUE
7.71,4.66,0.69,7.17,0,TRUE
6.64,4.7,1.0,6.6,0,FALSE
7.75,4.01,0.57,7.55,25,TRUE
7.51,2.1,0.79,6.9,50,TRUE
6.86,2.71,0.62,6.55,25,TRUE
7.2,3.74,0.58,7.33,25,TRUE
8.53,2.58,0.59,7.1,50,TRUE
6.84,3.23,0.72,6.77,25,TRUE
7.4,3.39,0.66,7.21,50,TRUE
7.52,4.53,0.91,6.5,0,TRUE
7.28,1.29,0.99,6.86,0,TRUE
7.21,3.53,0.68,7.62,25,TRUE
6.82,1.74,0.56,7.92,0,TRUE
8.75,1.53,0.89,7.7,50,TRUE
7.82,4.65,0.79,7.97,0,FALSE
6.53,3.18,0.85,7.09,25,TRUE
7.56,4.17,1.0,6.94,50,TRUE
8.02,4.52,0.81,6.57,50,TRUE
7.17,2.77,0.8,7.29,25,TRUE
8.28,1.79,0.94,6.92,50,TRUE
7.72,4.95,0.95,7.53,25,TRUE
7.04,1.42,0.9,7.78,0,TRUE
8.29,4.01,0.7,7.35,0,TRUE
7.38,2.92,0.95,7.64,25,TRUE
6.47,2.28,0.78,6.85,25,TRUE
6.88,3.71,0.6,7.5,0,TRUE
7.22,2.01,0.91,7.73,0,TRUE
7.66,4.21,0.6,7.03,25,FALSE
6.88,1.47,0.52,6.78,0,TRUE
8.27,4.65,0.64,6.86,0,TRUE
7.83,2.04,0.85,6.66,0,TRUE
8.45,1.47,0.74,7.5,50,TRUE
7.57,4.6,0.85,6.88,50,TRUE
6.69,3.11,0.76,7.53,25,TRUE
6.28,2.48,0.52,7.86,25,TRUE
7.05,1.87,0.51,7.29,50,TRUE
6.94,2.6,0.56,6.74,0,TRUE
8.45,1.2,0.65,6.73,50,TRUE
7.73,3.41,0.82,6.7,0,TRUE
8.5,3.9,0.69,7.69,50,TRUE
7.59,2.83,16.72,7.89,0,FALSE
7.08,1.7,0.88,6.88,25,TRUE
7.14,4.4,0.5,6.53,0,TRUE
7.43,4.32,0.93,6.57,25,TRUE
6.76,1.32,0.72,6.89,0,TRUE
6.87,3.68,0.79,6.54,0,TRUE
8.79,1.82,0.97,6.77,50,TRUE
7.04,4.71,0.74,7.9,25,TRUE
7.94,1.13,0.95,7.28,25,TRUE
8.96,1.46,0.78,6.74,50,TRUE
6.65,2.81,0.56,6.98,0,TRUE
6.58,3.7,0.51,6.96,0,TRUE
7.89,3.19,0.98,7.71,25,TRUE
7.0,3.12,3.03,7.14,50,FALSE
6.88,1.87,0.85,7.39,0,TRUE
7.29,3.08,0.78,6.87,0,TRUE
6.33,2.2,0.72,7.23,25,TRUE
6.19,2.6,0.56,7.98,25,TRUE
7.58,1.24,0.73,7.07,25,TRUE
8.63,2.56,0.94,7.28,50,TRUE
7.47,3.88,0.94,7.18,25,TRUE
8.12,1.7,0.96,7.59,0,TRUE
7.17,2.73,0.57,6.85,25,TRUE
6.69,3.3,0.58,7.73,25,TRUE
8.39,2.21,0.7,7.75,50,TRUE
8.26,4.25,0.75,6.57,50,TRUE
6.71,1.95,5.96,7.22,25,FALSE
8.54,2.74,0.83,7.49,50,TRUE
6.82,2.74,0.5,7.99,0,TRUE
6.95,2.54,0.51,6.8,0,TRUE
6.95,1.12,0.56,6.56,25,TRUE
7.27,1.33,0.94,7.46,0,TRUE
7.67,3.09,0.76,6.54,0,TRUE
7.66,3.2,0.94,7.92,0,TRUE
7.85,2.84,0.51,7.0,50,TRUE
6.71,1.23,0.93,7.72,0,TRUE
7.98,1.93,0.94,7.31,50,TRUE
8.72,2.96,0.93,7.15,50,TRUE
6.89,4.53,0.82,7.99,0,TRUE
7.47,4.97,0.94,7.96,50,FALSE
8.27,1.06,0.99,7.2,50,TRUE
7.49,3.17,0.81,6.79,25,TRUE
7.5,3.52,0.93,7.06,0,TRUE
